Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
03-04-2022,North,Furniture,Supplier D,Warehouse 1,Fulfilled,930,2294,11429.63893,FALSE,27,FALSE,99302.45505,2880.5,9025
04-04-2022,East,Clothing,Supplier D,Warehouse 3,Fulfilled,245,3467,9924.305423,TRUE,19,TRUE,42674.65747,3541.5,8186
05-04-2022,South,Electronics,Supplier D,Warehouse 3,Canceled,771,3616,8432.413368,FALSE,8,FALSE,126241.5082,3291.5,8621
06-04-2022,East,Electronics,Supplier D,Warehouse 2,Canceled,940,2967,12048.55066,FALSE,4,FALSE,43387.54441,2796.5,5434
07-04-2022,West,Clothing,Supplier D,Warehouse 1,Fulfilled,629,2626,7011.709194,TRUE,26,FALSE,80951.06599,3185.5,5191
08-04-2022,West,Accessories,Supplier A,Warehouse 2,Pending,572,3745,3685.390934,TRUE,27,FALSE,14015.56004,3487,8556
09-04-2022,North,Furniture,Supplier D,Warehouse 3,Fulfilled,427,3229,11031.40076,TRUE,6,FALSE,51030.54117,3746.5,8125
10-04-2022,North,Clothing,Supplier C,Warehouse 1,Fulfilled,656,4264,14225.67931,TRUE,15,FALSE,128945.4464,2766,5515
11-04-2022,West,Electronics,Supplier A,Warehouse 2,Fulfilled,413,1268,4290.26109,TRUE,26,FALSE,47247.56799,2756,6662
12-04-2022,West,Electronics,Supplier D,Warehouse 3,Fulfilled,978,4244,5670.829237,TRUE,28,FALSE,148307.5532,2214,7395
13-04-2022,South,Clothing,Supplier B,Warehouse 2,Fulfilled,235,184,12853.55418,TRUE,14,FALSE,11702.37562,1716.5,6542
14-04-2022,West,Electronics,Supplier A,Warehouse 1,Fulfilled,470,3249,10683.7122,TRUE,20,FALSE,81416.414,3581.5,6135
15-04-2022,South,Clothing,Supplier D,Warehouse 3,Fulfilled,471,3914,7557.890201,TRUE,5,FALSE,32127.89236,2447,5442
16-04-2022,West,Furniture,Supplier B,Warehouse 3,Fulfilled,797,980,14248.87835,TRUE,3,FALSE,158947.9415,1148,6090
17-04-2022,South,Clothing,Supplier A,Warehouse 3,Fulfilled,771,1316,13306.29927,TRUE,9,FALSE,28586.15751,2077,7157
18-04-2022,West,Clothing,Supplier A,Warehouse 2,Fulfilled,732,2838,10521.03512,TRUE,16,FALSE,57999.24045,2202.5,6317
19-04-2022,West,Electronics,Supplier A,Warehouse 1,Fulfilled,184,1567,14737.50853,TRUE,11,FALSE,35130.82311,1524,8266
20-04-2022,South,Furniture,Supplier B,Warehouse 1,Fulfilled,308,1481,10435.42108,TRUE,8,FALSE,26438.37301,2771,6634
21-04-2022,West,Electronics,Supplier A,Warehouse 1,Fulfilled,323,4061,3840.728537,TRUE,28,FALSE,40092.96439,2306.5,6656
22-04-2022,North,Clothing,Supplier C,Warehouse 1,Fulfilled,999,552,10957.75478,TRUE,20,FALSE,190841.4954,2489,9473
23-04-2022,West,Furniture,Supplier C,Warehouse 3,Fulfilled,221,4426,1405.95654,TRUE,26,FALSE,18467.82142,4285,7562
24-04-2022,West,Electronics,Supplier D,Warehouse 1,Canceled,934,4144,9208.796123,TRUE,28,FALSE,59462.07935,4190.5,8595
25-04-2022,West,Accessories,Supplier A,Warehouse 3,Fulfilled,536,4237,7737.962582,TRUE,27,FALSE,97347.78829,3688,7470
26-04-2022,South,Accessories,Supplier B,Warehouse 2,Fulfilled,741,3139,976.4221172,TRUE,23,FALSE,32993.29363,4056,6923
27-04-2022,West,Furniture,Supplier B,Warehouse 1,Pending,819,4973,1872.874362,TRUE,3,FALSE,126908.5694,4611.5,8155
28-04-2022,West,Accessories,Supplier D,Warehouse 2,Fulfilled,320,4250,1219.105869,TRUE,15,FALSE,24644.63776,2447.5,8231
29-04-2022,West,Accessories,Supplier B,Warehouse 2,Fulfilled,166,645,9256.846433,TRUE,12,TRUE,23022.1306,662,6222
30-04-2022,South,Furniture,Supplier A,Warehouse 3,Fulfilled,751,679,4678.385582,TRUE,19,FALSE,27714.74905,2305.5,5979
01-05-2022,West,Electronics,Supplier B,Warehouse 1,Pending,796,3932,6749.324154,TRUE,4,TRUE,120204.0788,2198,7770
02-05-2022,East,Clothing,Supplier C,Warehouse 1,Fulfilled,210,464,9524.451006,TRUE,1,TRUE,16534.90573,291,8865
03-05-2022,North,Electronics,Supplier D,Warehouse 3,Pending,590,118,14992.28447,TRUE,27,FALSE,100240.7083,542.5,5604
04-05-2022,East,Clothing,Supplier A,Warehouse 3,Fulfilled,808,967,2588.046747,TRUE,6,FALSE,69809.77509,1767,8370
05-05-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,893,2567,3373.990846,TRUE,12,FALSE,28308.98237,3412,8913
06-05-2022,East,Accessories,Supplier A,Warehouse 3,Pending,454,4257,10023.82085,TRUE,23,FALSE,30627.55848,2200.5,5993
07-05-2022,South,Clothing,Supplier A,Warehouse 1,Fulfilled,295,144,4159.824867,TRUE,18,FALSE,8544.7983,328.5,9362
08-05-2022,South,Furniture,Supplier B,Warehouse 3,Fulfilled,954,513,10847.95508,FALSE,21,TRUE,22920.7813,507.5,7275
09-05-2022,North,Accessories,Supplier A,Warehouse 1,Fulfilled,472,502,10765.14328,TRUE,5,FALSE,20739.55996,2515,9034
10-05-2022,North,Furniture,Supplier B,Warehouse 3,Pending,204,4528,13175.44936,TRUE,7,FALSE,8976.685688,3356,5286
11-05-2022,East,Clothing,Supplier D,Warehouse 1,Canceled,911,2184,14339.13031,TRUE,6,TRUE,140312.4334,2670.5,6204
12-05-2022,East,Accessories,Supplier B,Warehouse 3,Pending,679,3157,5990.776045,TRUE,20,FALSE,17547.27853,2627.5,8776
13-05-2022,South,Furniture,Supplier D,Warehouse 3,Fulfilled,573,2098,10154.93761,FALSE,29,FALSE,18829.4954,1181,8116
14-05-2022,North,Electronics,Supplier B,Warehouse 3,Fulfilled,278,264,9459.066489,TRUE,7,FALSE,49521.00114,1281,6796
15-05-2022,North,Electronics,Supplier B,Warehouse 1,Pending,82,2298,1595.232403,TRUE,14,FALSE,13611.92515,3350,9711
16-05-2022,East,Electronics,Supplier C,Warehouse 3,Pending,987,4402,7616.749368,TRUE,26,FALSE,59649.32502,3828.5,6027
17-05-2022,South,Clothing,Supplier B,Warehouse 2,Fulfilled,810,3255,4156.08736,TRUE,29,FALSE,34902.75343,3687.5,8333
18-05-2022,North,Furniture,Supplier C,Warehouse 1,Fulfilled,591,4120,11154.04626,TRUE,13,FALSE,15928.03451,3768.5,6665
19-05-2022,West,Accessories,Supplier B,Warehouse 1,Pending,406,3417,3122.680604,TRUE,23,FALSE,80607.57575,3721.5,5676
20-05-2022,East,Accessories,Supplier C,Warehouse 2,Fulfilled,815,4026,7646.996141,TRUE,10,FALSE,61566.7052,4030,5701
21-05-2022,East,Accessories,Supplier A,Warehouse 3,Fulfilled,656,4034,11873.88215,TRUE,22,FALSE,113100.9326,2990.5,6229
22-05-2022,West,Electronics,Supplier C,Warehouse 1,Fulfilled,963,1947,6115.067699,TRUE,21,TRUE,58452.03422,1690.5,8292
23-05-2022,North,Electronics,Supplier A,Warehouse 2,Pending,150,1434,11086.88772,TRUE,5,TRUE,13468.0799,1060.5,6566
24-05-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,68,687,1992.123781,TRUE,16,FALSE,2633.11244,770,5624
25-05-2022,East,Electronics,Supplier D,Warehouse 3,Fulfilled,647,853,9007.847725,TRUE,24,FALSE,120622.8381,2008.5,5738
26-05-2022,North,Furniture,Supplier C,Warehouse 3,Fulfilled,713,3164,5377.013037,TRUE,29,TRUE,32620.40795,1985,5810
27-05-2022,South,Clothing,Supplier D,Warehouse 3,Fulfilled,761,806,2490.89894,TRUE,27,FALSE,63557.13947,2198.5,9043
28-05-2022,West,Electronics,Supplier C,Warehouse 3,Fulfilled,93,3591,13367.90452,TRUE,8,FALSE,2108.906631,4132,6217
29-05-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,631,4673,4406.559395,TRUE,6,FALSE,80517.65068,4105.5,6263
30-05-2022,East,Accessories,Supplier B,Warehouse 2,Fulfilled,439,3538,12061.38368,FALSE,4,FALSE,83905.3215,3394.5,8216
31-05-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,798,3251,11161.14264,FALSE,27,TRUE,97473.67148,4067.5,9768
01-06-2022,North,Electronics,Supplier B,Warehouse 2,Fulfilled,139,4884,11736.46285,TRUE,16,FALSE,20426.19627,4391.5,7425
02-06-2022,West,Clothing,Supplier D,Warehouse 1,Fulfilled,648,3899,13345.87066,TRUE,9,FALSE,63946.17529,4010.5,5152
03-06-2022,North,Clothing,Supplier B,Warehouse 1,Pending,907,4122,5009.601553,TRUE,19,FALSE,140350.6759,2648,8546
04-06-2022,West,Accessories,Supplier C,Warehouse 1,Fulfilled,491,1174,2321.426391,TRUE,4,FALSE,29506.49691,1940.5,9278
05-06-2022,South,Clothing,Supplier A,Warehouse 1,Fulfilled,432,2707,3248.026127,TRUE,19,FALSE,14359.28525,3122.5,6950
06-06-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,306,3538,3475.691266,TRUE,19,FALSE,46202.24027,2282,6446
07-06-2022,North,Accessories,Supplier B,Warehouse 2,Fulfilled,302,1026,3520.02629,TRUE,24,FALSE,19978.29312,2218,6862
08-06-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,504,3410,11347.53218,TRUE,6,FALSE,51972.51429,2250,5439
09-06-2022,North,Electronics,Supplier A,Warehouse 1,Pending,304,1090,4839.102079,TRUE,13,FALSE,28705.25701,1809.5,9714
10-06-2022,West,Furniture,Supplier C,Warehouse 2,Fulfilled,742,2529,6499.127015,TRUE,7,FALSE,24156.74656,1437.5,9970
11-06-2022,North,Electronics,Supplier D,Warehouse 3,Fulfilled,139,346,842.0835328,TRUE,14,FALSE,9261.161037,2130.5,7986
12-06-2022,North,Clothing,Supplier B,Warehouse 3,Pending,579,3915,8079.287084,TRUE,19,FALSE,79478.19958,4291,6174
13-06-2022,West,Electronics,Supplier D,Warehouse 1,Fulfilled,853,4667,10074.86954,TRUE,12,FALSE,81959.35208,4199.5,8543
14-06-2022,East,Electronics,Supplier A,Warehouse 1,Fulfilled,271,3732,14423.16205,FALSE,25,FALSE,40157.11879,2364.5,6536
15-06-2022,North,Accessories,Supplier D,Warehouse 1,Fulfilled,317,997,8954.481424,TRUE,13,FALSE,35581.80662,1679.5,9193
16-06-2022,South,Furniture,Supplier B,Warehouse 1,Fulfilled,157,2362,12046.1424,TRUE,28,FALSE,23776.70014,2354,9160
17-06-2022,West,Furniture,Supplier C,Warehouse 2,Fulfilled,115,2346,8457.307959,TRUE,12,FALSE,17096.58133,1640.5,9881
18-06-2022,North,Electronics,Supplier C,Warehouse 2,Fulfilled,252,935,6885.426234,TRUE,22,TRUE,42803.4859,733.5,8594
19-06-2022,East,Clothing,Supplier B,Warehouse 3,Fulfilled,327,532,13821.83592,TRUE,28,FALSE,49545.28919,1917.5,5596
20-06-2022,North,Clothing,Supplier C,Warehouse 3,Fulfilled,719,3303,6932.863358,TRUE,17,FALSE,49924.96912,2288,8008
21-06-2022,East,Electronics,Supplier B,Warehouse 1,Fulfilled,591,1273,12811.13451,TRUE,12,FALSE,69365.44826,1145.5,7143
22-06-2022,North,Furniture,Supplier C,Warehouse 2,Pending,693,1018,8640.85648,TRUE,23,FALSE,36415.29707,2887,5982
23-06-2022,East,Accessories,Supplier B,Warehouse 1,Fulfilled,538,4756,6922.789656,TRUE,19,TRUE,68865.402,4306.5,8406
24-06-2022,North,Accessories,Supplier D,Warehouse 1,Fulfilled,88,3857,2537.355895,FALSE,24,FALSE,9628.105405,2103.5,5766
25-06-2022,West,Accessories,Supplier B,Warehouse 2,Canceled,993,350,9689.434264,TRUE,13,FALSE,179787.4758,1432.5,7610
26-06-2022,West,Electronics,Supplier C,Warehouse 1,Pending,991,2515,11045.39282,TRUE,13,FALSE,76652.64775,2763,9326
27-06-2022,West,Accessories,Supplier B,Warehouse 2,Canceled,353,3011,9906.659514,FALSE,18,FALSE,30080.25179,2952,5130
28-06-2022,South,Electronics,Supplier D,Warehouse 2,Fulfilled,600,2893,6688.460397,TRUE,19,FALSE,54384.04364,1929,5570
29-06-2022,South,Clothing,Supplier C,Warehouse 1,Fulfilled,578,965,12581.27907,TRUE,8,FALSE,113898.1689,2102.5,5113
30-06-2022,West,Electronics,Supplier C,Warehouse 3,Fulfilled,470,3240,4358.565364,TRUE,7,FALSE,48215.06833,3373.5,5411
01-07-2022,South,Electronics,Supplier A,Warehouse 1,Fulfilled,309,3507,14881.56099,TRUE,3,FALSE,32337.44507,3168,7691
02-07-2022,North,Clothing,Supplier A,Warehouse 3,Fulfilled,80,2829,7871.15457,TRUE,24,FALSE,11500.03014,3014,6475
03-07-2022,North,Electronics,Supplier A,Warehouse 2,Fulfilled,236,3199,11126.72307,TRUE,27,TRUE,17072.84179,1866,8962
04-07-2022,East,Accessories,Supplier C,Warehouse 2,Fulfilled,812,533,13434.85347,TRUE,11,FALSE,93491.38599,2578.5,9413
05-07-2022,South,Clothing,Supplier B,Warehouse 3,Fulfilled,608,4624,9861.140155,TRUE,10,TRUE,40208.72368,2747.5,7649
06-07-2022,East,Furniture,Supplier A,Warehouse 2,Fulfilled,404,871,10507.48052,TRUE,2,FALSE,43353.22367,1484,8659
07-07-2022,East,Furniture,Supplier A,Warehouse 3,Fulfilled,577,2097,3018.238736,TRUE,18,FALSE,55113.38748,3198.5,7782
08-07-2022,South,Furniture,Supplier B,Warehouse 3,Canceled,462,4300,2040.562773,TRUE,3,FALSE,23202.82983,2312.5,5251
09-07-2022,South,Accessories,Supplier A,Warehouse 2,Pending,557,325,1278.60764,TRUE,18,FALSE,87800.67427,2255.5,9644
10-07-2022,East,Accessories,Supplier B,Warehouse 2,Pending,205,4186,14242.65894,TRUE,15,FALSE,30567.02409,3710,9438
11-07-2022,East,Clothing,Supplier C,Warehouse 3,Canceled,707,3234,8931.082245,FALSE,25,FALSE,132759.347,3668,9793
12-07-2022,South,Electronics,Supplier A,Warehouse 2,Fulfilled,426,4102,10912.4752,TRUE,20,FALSE,61706.60047,4477.5,6665
13-07-2022,West,Electronics,Supplier D,Warehouse 1,Fulfilled,895,4853,8123.669882,TRUE,29,FALSE,154443.3736,3142.5,6856
14-07-2022,North,Furniture,Supplier B,Warehouse 3,Fulfilled,593,1432,10323.21864,TRUE,1,FALSE,84709.30642,1052,8111
15-07-2022,East,Furniture,Supplier A,Warehouse 3,Pending,332,672,9292.598696,TRUE,19,FALSE,24829.01874,1891,9641
16-07-2022,East,Clothing,Supplier B,Warehouse 3,Fulfilled,860,3110,3294.020873,TRUE,22,FALSE,79918.40763,3703,7905
17-07-2022,West,Clothing,Supplier D,Warehouse 2,Canceled,684,4296,9424.045596,FALSE,7,FALSE,89680.87728,2919.5,6940
18-07-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,805,1543,13781.05696,TRUE,14,FALSE,100013.6577,2662,9914
19-07-2022,West,Furniture,Supplier D,Warehouse 2,Pending,995,3781,1371.574063,TRUE,17,TRUE,107431.7703,3450,8978
20-07-2022,West,Furniture,Supplier D,Warehouse 1,Fulfilled,341,3119,7800.945914,TRUE,28,FALSE,10231.41895,3764.5,9822
21-07-2022,North,Clothing,Supplier A,Warehouse 1,Canceled,969,4410,9665.775213,TRUE,9,FALSE,143976.6262,4704.5,5430
22-07-2022,North,Clothing,Supplier A,Warehouse 3,Pending,814,4999,12111.63898,TRUE,6,FALSE,60729.76443,4542,9766
23-07-2022,East,Accessories,Supplier D,Warehouse 1,Fulfilled,569,4085,4225.257128,TRUE,28,TRUE,52031.71925,3118,5790
24-07-2022,East,Clothing,Supplier C,Warehouse 2,Pending,340,2151,9626.643811,TRUE,2,FALSE,8255.134181,1632,7306
25-07-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,238,1113,8353.155381,TRUE,4,FALSE,29308.51782,1891,7961
26-07-2022,West,Accessories,Supplier B,Warehouse 1,Pending,506,2669,13637.27653,TRUE,21,FALSE,20119.03142,3585.5,6557
27-07-2022,South,Electronics,Supplier B,Warehouse 2,Pending,227,4502,12802.99204,TRUE,5,FALSE,4805.386354,4439.5,6317
28-07-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,527,4377,3531.342867,TRUE,6,TRUE,57739.97817,4071.5,7970
29-07-2022,North,Electronics,Supplier D,Warehouse 1,Fulfilled,120,3766,5012.323698,TRUE,16,FALSE,22555.73476,2043,7443
30-07-2022,West,Electronics,Supplier A,Warehouse 3,Pending,562,320,13834.70617,TRUE,20,FALSE,103420.5746,1433,8370
31-07-2022,West,Clothing,Supplier B,Warehouse 2,Pending,309,2546,14347.83233,TRUE,16,FALSE,17981.47288,1650,7630
01-08-2022,East,Electronics,Supplier A,Warehouse 3,Fulfilled,779,754,6988.753593,TRUE,25,FALSE,71276.40821,2255.5,7310
02-08-2022,South,Accessories,Supplier A,Warehouse 3,Fulfilled,551,3757,6978.363309,TRUE,24,FALSE,90463.99756,2312,7442
03-08-2022,North,Electronics,Supplier D,Warehouse 3,Fulfilled,476,867,11750.1482,TRUE,25,FALSE,60424.32725,2069.5,7959
04-08-2022,North,Accessories,Supplier D,Warehouse 3,Fulfilled,693,3272,2657.726361,TRUE,25,TRUE,129927.7748,2297.5,9369
05-08-2022,North,Furniture,Supplier D,Warehouse 3,Fulfilled,962,1323,646.6592591,TRUE,27,TRUE,63639.19249,2531,8544
06-08-2022,South,Furniture,Supplier D,Warehouse 2,Fulfilled,565,3739,3042.3465,TRUE,6,FALSE,101900.1533,4002.5,5008
07-08-2022,South,Accessories,Supplier A,Warehouse 2,Fulfilled,979,4266,14990.37606,TRUE,29,TRUE,136976.5235,2455,8873
08-08-2022,East,Furniture,Supplier B,Warehouse 1,Fulfilled,237,644,4389.630204,TRUE,21,FALSE,17808.65958,974,8552
09-08-2022,South,Furniture,Supplier D,Warehouse 3,Canceled,998,1304,10619.03373,FALSE,9,TRUE,24301.96206,2143.5,7348
10-08-2022,North,Clothing,Supplier C,Warehouse 3,Fulfilled,797,2983,6504.906961,TRUE,11,FALSE,154072.2305,1752,8041
11-08-2022,South,Accessories,Supplier D,Warehouse 1,Fulfilled,562,521,13088.9446,TRUE,19,TRUE,53458.91562,843,8204
12-08-2022,West,Furniture,Supplier C,Warehouse 1,Fulfilled,722,1165,12466.10567,FALSE,6,TRUE,134443.0715,1951,7703
13-08-2022,North,Electronics,Supplier A,Warehouse 1,Fulfilled,869,2737,12183.57682,TRUE,12,FALSE,68251.09875,1703,8088
14-08-2022,South,Furniture,Supplier B,Warehouse 3,Fulfilled,791,669,9713.70485,TRUE,17,TRUE,63594.31935,1592,7078
15-08-2022,East,Clothing,Supplier D,Warehouse 1,Fulfilled,355,2515,10244.28655,TRUE,10,FALSE,67731.24908,2001.5,8400
16-08-2022,South,Electronics,Supplier C,Warehouse 2,Canceled,430,1488,2025.683551,TRUE,9,FALSE,24902.8953,2126.5,8127
17-08-2022,North,Accessories,Supplier D,Warehouse 3,Pending,545,2765,10139.86087,TRUE,20,FALSE,66209.11267,2366.5,5224
18-08-2022,North,Accessories,Supplier D,Warehouse 1,Pending,440,1968,13554.52747,TRUE,11,FALSE,13291.00839,1472.5,6625
19-08-2022,West,Furniture,Supplier D,Warehouse 2,Fulfilled,490,977,11555.44557,TRUE,16,FALSE,69788.59874,1803,9419
20-08-2022,South,Accessories,Supplier D,Warehouse 1,Fulfilled,699,2629,6509.293681,TRUE,14,FALSE,37114.93115,1462.5,8696
21-08-2022,South,Furniture,Supplier A,Warehouse 3,Pending,379,296,2322.735644,TRUE,21,FALSE,30414.7817,247,9044
22-08-2022,North,Clothing,Supplier D,Warehouse 2,Fulfilled,218,198,1868.763401,TRUE,12,FALSE,5061.35735,1840.5,6231
23-08-2022,West,Electronics,Supplier D,Warehouse 3,Fulfilled,771,3483,6611.912146,TRUE,2,FALSE,84193.21871,3981,9565
24-08-2022,East,Furniture,Supplier C,Warehouse 3,Pending,898,4479,4375.250935,TRUE,7,TRUE,121347.712,4172,8800
25-08-2022,South,Clothing,Supplier A,Warehouse 3,Fulfilled,327,3865,6102.337988,TRUE,8,FALSE,41484.45327,3384,6673
26-08-2022,East,Furniture,Supplier B,Warehouse 1,Fulfilled,568,2903,14694.33356,TRUE,12,FALSE,68930.75897,3000,5348
27-08-2022,East,Clothing,Supplier B,Warehouse 3,Pending,539,3097,3943.547614,TRUE,6,TRUE,57531.35571,3552.5,6004
28-08-2022,North,Furniture,Supplier B,Warehouse 3,Fulfilled,266,4008,13136.58386,TRUE,15,FALSE,47350.6042,3339.5,8300
29-08-2022,East,Furniture,Supplier D,Warehouse 3,Fulfilled,136,2671,10397.68956,TRUE,16,FALSE,8226.777074,2263,8323
30-08-2022,East,Accessories,Supplier C,Warehouse 2,Fulfilled,369,1855,5073.537673,TRUE,1,FALSE,28702.24978,1481,6226
31-08-2022,North,Clothing,Supplier A,Warehouse 2,Fulfilled,471,1107,10195.72783,TRUE,21,FALSE,23073.4981,731,9347
01-09-2022,South,Furniture,Supplier C,Warehouse 2,Fulfilled,555,355,6913.864142,TRUE,26,TRUE,58768.28864,2453.5,5247
02-09-2022,East,Clothing,Supplier C,Warehouse 2,Fulfilled,293,4552,6681.316902,FALSE,23,FALSE,41610.79081,4681.5,8191
03-09-2022,South,Electronics,Supplier A,Warehouse 1,Fulfilled,295,4811,1612.489292,FALSE,16,FALSE,6423.604675,4537,7795
04-09-2022,East,Furniture,Supplier A,Warehouse 1,Fulfilled,625,4263,5719.890072,TRUE,27,FALSE,113118.0961,2308.5,8947
05-09-2022,South,Furniture,Supplier A,Warehouse 3,Fulfilled,230,354,10762.42151,TRUE,13,FALSE,20284.28504,2369,5388
06-09-2022,South,Clothing,Supplier D,Warehouse 1,Fulfilled,608,4384,10432.58826,TRUE,12,TRUE,32267.22957,2736.5,9684
07-09-2022,North,Accessories,Supplier B,Warehouse 3,Canceled,556,1089,1723.377998,TRUE,16,TRUE,39856.15427,1935.5,6885
08-09-2022,North,Accessories,Supplier D,Warehouse 2,Fulfilled,667,2782,5061.180188,TRUE,11,FALSE,116128.9068,3820,7433
09-09-2022,East,Furniture,Supplier B,Warehouse 3,Fulfilled,407,4858,8648.247595,TRUE,26,FALSE,55965.10725,3733,7987
10-09-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,996,2608,3319.721028,TRUE,25,FALSE,100463.3134,2333.5,5582
11-09-2022,West,Furniture,Supplier D,Warehouse 1,Fulfilled,266,2059,5461.702884,TRUE,21,FALSE,18321.56352,1834.5,7335
12-09-2022,East,Electronics,Supplier B,Warehouse 2,Fulfilled,671,1610,5088.59136,TRUE,18,FALSE,40580.41359,3012,9664
13-09-2022,North,Furniture,Supplier C,Warehouse 1,Fulfilled,128,4414,11062.12607,FALSE,17,TRUE,6983.494533,2761,5147
14-09-2022,West,Clothing,Supplier B,Warehouse 3,Pending,734,1108,7515.824565,TRUE,11,FALSE,75435.52481,1226,7668
15-09-2022,North,Furniture,Supplier C,Warehouse 1,Pending,142,1344,13385.31065,TRUE,24,FALSE,11617.83095,2589,8821
16-09-2022,East,Clothing,Supplier A,Warehouse 3,Fulfilled,549,3834,12804.795,TRUE,8,FALSE,35837.73156,4225,7956
17-09-2022,West,Clothing,Supplier B,Warehouse 3,Canceled,463,4616,9215.821927,TRUE,4,FALSE,35098.7685,3860,6700
18-09-2022,North,Electronics,Supplier B,Warehouse 1,Canceled,799,3104,5761.554346,TRUE,29,FALSE,72334.86212,3662.5,7243
19-09-2022,West,Clothing,Supplier D,Warehouse 2,Fulfilled,769,4221,695.9478134,TRUE,18,FALSE,90671.67819,3472.5,8485
20-09-2022,East,Furniture,Supplier C,Warehouse 1,Fulfilled,322,2724,7806.738868,TRUE,10,FALSE,36858.37885,2790.5,9807
21-09-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,397,2857,8701.251152,TRUE,13,TRUE,79201.85604,2416.5,5387
22-09-2022,North,Furniture,Supplier B,Warehouse 2,Canceled,847,1976,2872.439087,TRUE,21,TRUE,96394.36213,2949.5,7339
23-09-2022,West,Accessories,Supplier B,Warehouse 3,Canceled,596,3923,9652.227132,TRUE,14,FALSE,112864.7076,2138.5,6946
24-09-2022,East,Clothing,Supplier C,Warehouse 1,Fulfilled,383,354,814.6513815,FALSE,5,FALSE,20785.02271,1940,8598
25-09-2022,South,Accessories,Supplier B,Warehouse 3,Fulfilled,831,3526,10696.39688,TRUE,6,FALSE,17941.06714,4068.5,9675
26-09-2022,East,Furniture,Supplier A,Warehouse 1,Fulfilled,213,4611,756.8508338,TRUE,15,FALSE,17085.53415,3841,6290
27-09-2022,West,Clothing,Supplier D,Warehouse 3,Pending,914,3071,5890.041277,FALSE,7,FALSE,112053.5734,2484.5,6977
28-09-2022,West,Electronics,Supplier B,Warehouse 3,Fulfilled,516,1898,10681.2731,TRUE,8,FALSE,12179.78589,1378.5,8302
29-09-2022,East,Electronics,Supplier C,Warehouse 2,Pending,590,859,10244.76184,TRUE,4,FALSE,87205.11672,806.5,5027
30-09-2022,South,Clothing,Supplier B,Warehouse 1,Canceled,103,754,4760.019824,TRUE,21,FALSE,9071.729424,1873,5183
01-10-2022,West,Furniture,Supplier D,Warehouse 1,Fulfilled,970,2992,10625.90058,TRUE,12,FALSE,32154.84023,3246.5,5628
02-10-2022,East,Furniture,Supplier B,Warehouse 2,Fulfilled,587,3501,14893.07045,TRUE,24,FALSE,80367.27874,2510.5,6107
03-10-2022,North,Accessories,Supplier D,Warehouse 2,Pending,362,1520,10909.12342,TRUE,16,FALSE,15534.38146,2332,6115
04-10-2022,West,Electronics,Supplier A,Warehouse 3,Fulfilled,416,3144,14484.2666,TRUE,21,FALSE,43362.74421,3037,7490
05-10-2022,East,Clothing,Supplier D,Warehouse 2,Fulfilled,796,2930,11296.65615,TRUE,19,FALSE,93806.1438,2810.5,9987
06-10-2022,North,Electronics,Supplier C,Warehouse 1,Fulfilled,589,2691,4892.704934,FALSE,21,FALSE,52277.88746,1559.5,8072
07-10-2022,North,Accessories,Supplier D,Warehouse 2,Pending,547,428,1734.58273,TRUE,5,FALSE,31741.02708,390.5,6340
08-10-2022,West,Clothing,Supplier A,Warehouse 1,Fulfilled,840,353,8264.24177,FALSE,14,FALSE,91581.97444,1806,6047
09-10-2022,West,Accessories,Supplier D,Warehouse 3,Pending,478,3259,1986.196773,TRUE,9,FALSE,63174.3565,3868,5925
10-10-2022,North,Clothing,Supplier B,Warehouse 2,Fulfilled,264,4477,2553.450052,TRUE,8,FALSE,36585.51631,3798,5978
11-10-2022,East,Electronics,Supplier D,Warehouse 3,Pending,487,3119,6944.393886,TRUE,24,FALSE,37852.49933,3124,9972
12-10-2022,East,Furniture,Supplier A,Warehouse 3,Fulfilled,397,3129,6067.231629,TRUE,25,FALSE,30172.68385,2932.5,5133
13-10-2022,North,Electronics,Supplier A,Warehouse 1,Fulfilled,572,2736,1405.441987,TRUE,7,FALSE,29031.76613,3799.5,9811
14-10-2022,South,Electronics,Supplier D,Warehouse 1,Fulfilled,683,4863,7878.8362,TRUE,20,FALSE,21824.49708,3047,6282
15-10-2022,North,Furniture,Supplier C,Warehouse 2,Fulfilled,415,1231,12155.96835,TRUE,27,FALSE,69950.02671,2174.5,8083
16-10-2022,West,Accessories,Supplier A,Warehouse 3,Fulfilled,56,3118,8347.454604,TRUE,12,FALSE,9380.740621,3081.5,5928
17-10-2022,West,Furniture,Supplier B,Warehouse 2,Pending,354,3045,12817.31357,TRUE,26,FALSE,44810.09262,3402,5058
